RCDT Code,District Name,Local Affiliation
24032001026,Coal City CUSD 1,NULL
24032002C02,Mazon-Verona-Kinsman ESD 2C,IEA-NEA
24032024C04,Nettle Creek CCSD 24C,IFT-AFT
24032054002,Morris SD 54,IEA-NEA
24032060C04,Saratoga CCSD 60C,IEA-NEA
24032072C04,Gardner CCSD 72C,IEA-NEA
24032073017,Gardner S Wilmington Twp HSD 73,IFT-AFT
24032075002,Braceville SD 75,IEA-NEA
24032101016,Morris CHSD 101,IEA-NEA
24032101061,Grundy County Spec Educ Coop,IEA-NEA
24032111016,Minooka CHSD 111,IEA-NEA
24032201004,Minooka CCSD 201,IEA-NEA
24032790040,Grundy Area Vocational Center,IEA-NEA
24047018016,Newark CHSD 18,IEA-NEA
24047066004,Newark CCSD 66,IEA-NEA
24047088026,Plano CUSD 88,IEA-NEA
24047088061,Plano Area Special Ed Coop,NULL
24047090004,Lisbon CCSD 90,Independent
24047115026,Yorkville CUSD 115,IEA-NEA
24047308026,CUSD 308,IEA-NEA
26029001026,Astoria CUSD 1,IFT-AFT
26029002026,V I T CUSD 2,IEA-NEA
26029003026,CUSD 3 Fulton County,IFT-AFT
26029004026,Spoon River Valley CUSD 4,IEA-NEA
26029066025,Canton Union SD 66,IEA-NEA
26029097026,Lewistown CUSD 97,IFT-AFT
26034307016,Illini West H S Dist 307,IEA-NEA
26034316026,Warsaw CUSD 316,IEA-NEA
26034317004,Carthage ESD 317,IEA-NEA
26034325026,Nauvoo-Colusa CUSD 325,IEA-NEA
26034327004,Dallas ESD 327,IEA-NEA
26034328024,Hamilton CCSD 328,IFT-AFT
26034337026,Southeastern CUSD 337,IEA-NEA
26034347004,La Harpe CSD 347,IEA-NEA
26062000061,West Central IL Spec Educ Coop,IEA-NEA
26062103026,West Prairie CUSD 103,IEA-NEA
26062170026,Bushnell Prairie City CUSD 170,IEA-NEA
26062185026,Macomb CUSD 185,IEA-NEA
26085005026,Schuyler-Industry CUSD 5,IEA-NEA
28006017004,Ohio CCSD 17,IFT-AFT
28006084004,Malden CCSD 84,IFT-AFT
28006094004,Ladd CCSD 94,IEA-NEA
28006098002,Dalzell SD 98,NULL
28006099004,Spring Valley CCSD 99,IFT-AFT
28006103022,DePue USD 103,IFT-AFT
28006115002,Princeton ESD 115,IFT-AFT
28006303026,La Moille CUSD 303,IFT-AFT
28006340026,Bureau Valley CUSD 340,IEA-NEA
28006500015,Princeton HSD 500,IEA-NEA
28006502017,Hall HSD 502,IEA-NEA
28006505016,Ohio CHSD 505,IFT-AFT
28037190002,Colona SD 190,IEA-NEA
28037223026,Orion CUSD 223,IEA-NEA
28037224026,Galva CUSD 224,IEA-NEA
28037225026,AlWood CUSD 225,IEA-NEA
28037226026,Annawan CUSD 226,IEA-NEA
28037227026,Cambridge CUSD 227,IEA-NEA
28037228026,Geneseo CUSD 228,IEA-NEA
28037229026,Kewanee CUSD 229,IEA-NEA
28037230026,Wethersfield CUSD 230,IEA-NEA
28037801060,Henry-Stark County Spec Ed Dist,IEA-NEA
28088100026,Stark County CUSD 100,IEA-NEA
30002001022,Cairo USD 1,IEA-NEA
30002005026,Egyptian CUSD 5,IEA-NEA
30002748040,Five County Reg Voc Center,NULL
30002748045,Five County Reg Voc System,NULL
30039086003,DeSoto Cons SD 86,IEA-NEA
30039095002,Carbondale ESD 95,IEA-NEA
30039130004,Giant City CCSD 130,IEA-NEA
30039140004,Unity Point CCSD 140,IEA-NEA
30039165016,Carbondale CHSD 165,IEA-NEA
30039176026,Trico CUSD 176,IEA-NEA
30039186026,Murphysboro CUSD 186,IEA-NEA
30039186061,Tri-County Sp Ed Jnt Agreement,IEA-NEA
30039196026,Elverado CUSD 196,IEA-NEA
30073005002,Tamaroa School Dist 5,IEA-NEA
30073050002,Pinckneyville SD 50,IEA-NEA
30073101016,Pinckneyville CHSD 101,IEA-NEA
30073204004,CCSD 204,IEA-NEA
30073300026,Du Quoin CUSD 300,IEA-NEA
30077100026,Century CUSD 100,IFT-AFT
30077801060,Jamp Spec Educ Services,IEA-NEA
30091016004,Lick Creek CCSD 16,IEA-NEA
30091037004,Anna CCSD 37,IEA-NEA
30091043004,County of Union Sch Dist No43,IEA-NEA
30091066022,Dongola USD 66,IEA-NEA
30091081016,Anna Jonesboro CHSD 81,IEA-NEA
30091084026,Shawnee CUSD 84,IEA-NEA
31045046022,SD U-46,IEA-NEA
31045101022,Batavia USD 101,IEA-NEA
31045129022,Aurora West USD 129,IEA-NEA
31045131022,Aurora East USD 131,IFT-AFT
31045300026,CUSD 300,IEA-NEA
31045301026,Central CUSD 301,IEA-NEA
31045302026,Kaneland CUSD 302,IEA-NEA
31045302041,Fox Valley Career Center,IEA-NEA
31045303026,St Charles CUSD 303,IEA-NEA
31045303061,Mid-Valley Special Ed Coop,IEA-NEA
31045304026,Geneva CUSD 304,IEA-NEA
31045900025,Elgin Math and Science Acad Chtr,NULL
32000000040,Kankakee Area Career Center,IEA-NEA
32038003026,Donovan CUSD 3,IEA-NEA
32038004026,Central CUSD 4,IFT-AFT
32038006026,Cissna Park CUSD 6,IEA-NEA
32038009026,Iroquois County CUSD 9,IEA-NEA
32038010026,Iroquois West CUSD 10,IFT-AFT
32038124026,Milford Area PSD 124,IEA-NEA
32038249026,Crescent Iroquois CUSD 249,IEA-NEA
32038801060,Iroquois Special Education,IEA-NEA
32046001026,Momence CUSD 1,IEA-NEA
32046002026,Herscher CUSD 2,IFT-AFT
32046005026,Manteno CUSD 5,IEA-NEA
32046006026,Grant Park CUSD 6,IEA-NEA
32046024027,St. Anne Unit District 24,IEA-NEA
32046053002,Bourbonnais SD 53,IEA-NEA
32046061002,Bradley SD 61,IEA-NEA
32046111025,Kankakee SD 111,IFT-AFT
32046258004,St George CCSD 258,IFT-AFT
32046259004,Pembroke CCSD 259,IFT-AFT
32046307016,Bradley Bourbonnais CHSD 307,IEA-NEA
32046850060,Kankakee Area Spec Educ Coop,IEA-NEA
33036235026,West Central CUSD 235,Independent
33048202026,Knoxville CUSD 202,IEA-NEA
33048205026,Galesburg CUSD 205,IEA-NEA
33048208026,R O W V A CUSD 208,IEA-NEA
33048210026,Williamsfield CUSD 210,IEA-NEA
33048276026,Abingdon-Avon CUSD 276,IEA-NEA
33048801060,Knox Warren Spec Ed Districts,NULL
33066404026,Mercer County School District 404,IEA-NEA
33094238026,Monmouth-Roseville CUSD 238,IEA-NEA
33094304026,United CUSD 304,IEA-NEA
34049001002,Winthrop Harbor SD 1,Other: LCFT
34049003004,Beach Park CCSD 3,IEA-NEA
34049006002,Zion ESD 6,IEA-NEA
34049024004,Millburn CCSD 24,IFT-AFT
34049033002,Emmons SD 33,IFT-AFT
34049034004,Antioch CCSD 34,IEA-NEA
34049036002,Grass Lake SD 36,IEA-NEA
34049037002,Gavin SD 37,IEA-NEA
34049038002,Big Hollow SD 38,IFT-AFT
34049041004,Lake Villa CCSD 41,IFT-AFT
34049046004,Grayslake CCSD 46,IFT-AFT
34049050004,Woodland CCSD 50,IFT-AFT
34049056002,Gurnee SD 56,IFT-AFT
34049060026,Waukegan CUSD 60,IFT-AFT
34049065002,Lake Bluff ESD 65,IEA-NEA
34049067005,Lake Forest SD 67,IEA-NEA
34049068002,Oak Grove SD 68 Green Oaks,IEA-NEA
34049070002,Libertyville SD 70,IEA-NEA
34049072002,Rondout SD 72,IEA-NEA
34049073004,Hawthorn CCSD 73,IEA-NEA
34049075002,Mundelein ESD 75,IEA-NEA
34049076002,Diamond Lake SD 76,IFT-AFT
34049079002,Fremont SD 79,IEA-NEA
34049095026,Lake Zurich CUSD 95,IEA-NEA
34049096004,Kildeer Countryside CCSD 96,IEA-NEA
34049102004,Aptakisic-Tripp CCSD 102,IEA-NEA
34049103002,Lincolnshire-Prairieview SD 103,IEA-NEA
34049106002,Bannockburn SD 106,IEA-NEA
34049109002,Deerfield SD 109,IEA-NEA
34049112002,North Shore SD 112,IEA-NEA
34049113017,Twp HSD 113,IEA-NEA
34049114002,Fox Lake GSD 114,IEA-NEA
34049115016,Lake Forest CHSD 115,IEA-NEA
34049116026,Round Lake CUSD 116,IEA-NEA
34049117016,CHSD 117,IEA-NEA
34049118026,Wauconda CUSD 118,IEA-NEA
34049120013,Mundelein Cons HSD 120,IEA-NEA
34049121017,Warren Twp HSD 121,IFT-AFT
34049124016,Grant CHSD 124,IFT-AFT
34049125013,Adlai E Stevenson HSD 125,IEA-NEA
34049126017,Zion-Benton Twp HSD 126,IFT-AFT
34049127016,Grayslake CHSD 127,IEA-NEA
34049128016,CHSD 128,IFT-AFT
34049187026,North Chicago SD 187,IFT-AFT
34049220026,Barrington CUSD 220,IEA-NEA
34049790040,Lake Co High Schools Tech Campus,IFT-AFT
34049801060,Exceptional Learners,NULL
34049804060,TrueNorth Educl Cooprtv 804,IEA-NEA
34049825060,Spec Educ Dist Lake County/Sedol,IFT-AFT
34049900025,Prairie Crossing Charter School,IFT-AFT
34049901025,LEARN John and Kathy Schreiber Ch,NULL
35050000061,LaSalle Putnam Alliance,NULL
35050001026,Leland CUSD 1,IEA-NEA
35050002026,Serena CUSD 2,IEA-NEA
35050009026,Earlville CUSD 9,IEA-NEA
35050017504,Dimmick Comm Cons SD #175,IEA-NEA
35050040017,Streator Twp HSD 40,IFT-AFT
35050065004,Allen-Otter Creek CCSD 65,IEA-NEA
35050079004,Tonica CCSD 79,IFT-AFT
35050082004,Deer Park CCSD 82,IFT-AFT
35050095004,Grand Ridge CCSD 95,IEA-NEA
35050120017,La Salle-Peru Twp HSD 120,IFT-AFT
35050122002,La Salle ESD 122,IEA-NEA
35050124002,Peru ESD 124,IEA-NEA
35050125002,Oglesby ESD 125,IFT-AFT
35050140017,Ottawa Twp HSD 140,Other: OTHSEA
35050141002,Ottawa ESD 141,IEA-NEA
35050150002,Marseilles ESD 150,IEA-NEA
35050160017,Seneca Twp HSD 160,IEA-NEA
35050170004,Seneca CCSD 170,IEA-NEA
35050185004,Waltham CCSD 185,IFT-AFT
35050195004,Wallace CCSD 195,Independent
35050210004,Miller Twp CCSD 210,IEA-NEA
35050230004,Rutland CCSD 230,Independent
35050280017,Mendota Twp HSD 280,IEA-NEA
35050289004,Mendota CCSD 289,IEA-NEA
35050425026,Lostant CUSD 425,IFT-AFT
35059005026,Henry-Senachwine CUSD 5,IEA-NEA
35059007026,Midland CUSD 7,IEA-NEA
35078535026,Putnam County CUSD 535,IEA-NEA
39055001026,Argenta-Oreana CUSD 1,IEA-NEA
39055002026,Maroa Forsyth CUSD 2,IEA-NEA
39055003026,Mt Zion CUSD 3,IFT-AFT
39055009026,Sangamon Valley CUSD 9,IEA-NEA
39055011026,Warrensburg-Latham CUSD 11,IEA-NEA
39055015026,Meridian CUSD 15,IFT-AFT
39055061025,Decatur SD 61,IEA-NEA
39074005026,Bement CUSD 5,IEA-NEA
39074025026,Monticello CUSD 25,IEA-NEA
39074057026,Deland-Weldon CUSD 57,IEA-NEA
39074100026,Cerro Gordo CUSD 100,IEA-NEA
40007040026,Calhoun CUSD 40,IFT-AFT
40007042026,Brussels CUSD 42,IEA-NEA
40031001026,Carrollton CUSD 1,IFT-AFT
40031003026,North Greene CUSD 3,IFT-AFT
40031010026,Greenfield CUSD 10,IEA-NEA
40042100026,Jersey CUSD 100,IEA-NEA
40056001026,Carlinville CUSD 1,IEA-NEA
40056002026,Northwestern CUSD 2,NULL
40056005026,Mount Olive CUSD 5,IEA-NEA
40056006026,Staunton CUSD 6,IFT-AFT
40056007026,Gillespie CUSD 7,IFT-AFT
40056008026,Bunker Hill CUSD 8,IEA-NEA
40056009026,Southwestern CUSD 9,IEA-NEA
40056034026,North Mac CUSD 34,IEA-NEA
40056801060,South Macoupin Association,IFT-AFT
41057001026,Roxana CUSD 1,IEA-NEA
41057002026,Triad CUSD 2,IEA-NEA
41057003026,Venice CUSD 3,IFT-AFT
41057005026,Highland CUSD 5,IEA-NEA
41057007026,Edwardsville CUSD 7,IEA-NEA
41057008026,Bethalto CUSD 8,IEA-NEA
41057009026,Granite City CUSD 9,IFT-AFT
41057010026,Collinsville CUSD 10,IEA-NEA
41057011026,Alton CUSD 11,IEA-NEA
41057012026,Madison CUSD 12,IFT-AFT
41057013002,East Alton SD 13,IEA-NEA
41057014016,East Alton-Wood River CHSD 14,IFT-AFT
41057015003,Wood River-Hartford ESD 15,IEA-NEA
41057801060,Region III Spec Ed Coop,IEA-NEA
44063002003,Nippersink SD 2,IEA-NEA
44063003003,Fox River Grove Cons SD 3,IEA-NEA
44063012026,Johnsburg CUSD 12,IEA-NEA
44063015004,McHenry CCSD 15,IEA-NEA
44063018004,Riley CCSD 18,IEA-NEA
44063019024,Alden Hebron SD 19,IEA-NEA
44063026004,Cary CCSD 26,IEA-NEA
44063036002,Harrison SD 36,IEA-NEA
44063046003,Prairie Grove CSD 46,IEA-NEA
44063047004,Crystal Lake CCSD 47,IEA-NEA
44063050026,Harvard CUSD 50,IEA-NEA
44063154016,Marengo CHSD 154,IEA-NEA
44063155016,CHSD 155,IEA-NEA
44063156016,McHenry CHSD 156,IEA-NEA
44063157016,Richmond-Burton CHSD 157,IEA-NEA
44063158022,Huntley Comm Sch Dist 158,IEA-NEA
44063165003,Marengo-Union E Cons D 165,IEA-NEA
44063200026,Woodstock CUSD 200,IFT-AFT
45000000040,Career Center of Southern IL,IFT-AFT
45067003026,Valmeyer CUSD 3,IEA-NEA
45067005026,Waterloo CUSD 5,IEA-NEA
45079132026,Red Bud CUSD 132,IEA-NEA
45079132061,Perandoe Spec Educ District,IFT-AFT
45079138026,Steeleville CUSD 138,IEA-NEA
45079139026,Chester CUSD 139,IEA-NEA
45079140026,Sparta CUSD 140,IEA-NEA
47052170022,Dixon USD 170,IEA-NEA
47052170061,Lee County Spec Educ Assoc,IEA-NEA
47052271026,Paw Paw CUSD 271,IEA-NEA
47052272026,Amboy CUSD 272,IEA-NEA
47052275026,Ashton-Franklin Center CUSD 275,IEA-NEA
47071144003,Kings Cons SD 144,IEA-NEA
47071212017,Rochelle Twp HSD 212,IEA-NEA
47071220026,Oregon CUSD 220,IEA-NEA
47071221026,Forrestville Valley CUSD 221,IEA-NEA
47071222026,Polo CUSD 222,IEA-NEA
47071223026,Meridian CUSD 223,Other: Stillman Valley Educators Association
47071226026,Byron CUSD 226,IEA-NEA
47071231004,Rochelle CCSD 231,IEA-NEA
47071269004,Eswood CCSD 269,NULL
47071801060,Ogle Co Education Cooperative,IEA-NEA
47098000061,Bi-County Special Educ Coop,IEA-NEA
47098001026,Erie CUSD 1,IEA-NEA
47098002026,River Bend CUSD 2,IEA-NEA
47098003026,Prophetstown-Lyndon-Tampico CUSD3,IEA-NEA
47098005026,Sterling CUSD 5,IEA-NEA
47098005040,Whiteside Area Career,IEA-NEA
47098006026,Morrison CUSD 6,IEA-NEA
47098013002,Rock Falls ESD 13,IEA-NEA
47098020002,East Coloma - Nelson CESD 20,IEA-NEA
47098145004,Montmorency CCSD 145,IEA-NEA
47098301017,Rock Falls Twp HSD 301,IEA-NEA
48000000046,Peoria Educ Reg for Empl Traing,NULL
48072000061,Spec Educ Assoc of Peoria County,IEA-NEA
48072062002,Pleasant Valley SD 62,IFT-AFT
48072063002,Norwood ESD 63,IFT-AFT
48072066002,Bartonville SD 66,IEA-NEA
48072068002,Oak Grove SD 68  Bartonville,IFT-AFT
48072069002,Pleasant Hill SD 69,IFT-AFT
48072070002,Monroe SD 70,IFT-AFT
48072150025,Peoria SD 150,IFT-AFT
48072265026,Farmington Central CUSD 265,IFT-AFT
48072309026,Brimfield CUSD 309,IEA-NEA
48072310016,Limestone CHSD 310,IFT-AFT
48072316004,Limestone Walters CCSD 316,IFT-AFT
48072321026,Il Valley Central USD 321,IEA-NEA
48072322026,Elmwood CUSD 322,IFT-AFT
48072323026,Dunlap CUSD 323,IEA-NEA
48072325026,Peoria Heights CUSD 325,IFT-AFT
48072326026,Princeville CUSD 326,IEA-NEA
48072327026,Illini Bluffs CUSD 327,IFT-AFT
48072328003,Hollis Cons SD 328,NULL
49081029002,Hampton SD 29,IFT-AFT
49081030017,United Twp HSD 30,IEA-NEA
49081030041,United Twp Area Career Ctr,IEA-NEA
49081034002,Silvis SD 34,IEA-NEA
49081036002,Carbon Cliff-Barstow SD 36,IEA-NEA
49081037002,East Moline SD 37,IEA-NEA
49081040022,Moline-Coal Valley CUSD 40,IEA-NEA
49081041025,Rock Island SD 41,IEA-NEA
49081100026,Riverdale CUSD 100,IEA-NEA
49081200026,Sherrard CUSD 200,IEA-NEA
49081300026,Rockridge CUSD 300,IEA-NEA
49081865060,Black Hawk Area Sp Ed District,IEA-NEA
50082009026,Lebanon CUSD 9,IFT-AFT
50082019026,Mascoutah CUD 19,IEA-NEA
50082030003,St Libory Cons SD 30,IFT-AFT
50082040026,Marissa CUSD 40,IEA-NEA
50082060026,New Athens CUSD 60,IEA-NEA
50082070004,Freeburg CCSD 70,IEA-NEA
50082077016,Freeburg CHSD 77,IEA-NEA
50082090004,O Fallon CCSD 90,IFT-AFT
50082104002,Central SD 104,IFT-AFT
50082105002,Pontiac-W Holliday SD 105,IFT-AFT
50082110004,Grant CCSD 110,IFT-AFT
50082113002,Wolf Branch SD 113,IFT-AFT
50082115002,Whiteside SD 115,IFT-AFT
50082116002,High Mount SD 116,IFT-AFT
50082118002,Belleville SD 118,IFT-AFT
50082119002,Belle Valley SD 119,IFT-AFT
50082130004,Smithton CCSD 130,IFT-AFT
50082160004,Millstadt CCSD 160,IEA-NEA
50082175002,Harmony Emge SD 175,IFT-AFT
50082181002,Signal Hill SD 181,IEA-NEA
50082187026,Cahokia CUSD 187,IFT-AFT
50082188022,Brooklyn UD 188,IFT-AFT
50082189022,East St Louis SD 189,IFT-AFT
50082196026,Comm Unit School District No 196,IFT-AFT
50082201017,Belleville Twp HSD 201,IFT-AFT
50082203017,O Fallon Twp HSD 203,IFT-AFT
50082801060,Belleville Area Special Services,IFT-AFT
51065202026,Porta CUSD 202,IEA-NEA
51065213026,Athens CUSD 213,IEA-NEA
51084001026,Tri City CUSD 1,IEA-NEA
51084003A26,Rochester CUSD 3A,IEA-NEA
51084005026,Ball Chatham CUSD 5,IEA-NEA
51084008026,Pleasant Plains CUSD 8,IEA-NEA
51084010026,Auburn CUSD 10,IEA-NEA
51084010061,Sangamon Area Spec Ed Dist,IEA-NEA
51084011026,Pawnee CUSD 11,IEA-NEA
51084014026,Riverton CUSD 14,IEA-NEA
51084015026,Williamsville CUSD 15,IEA-NEA
51084016026,New Berlin CUSD 16,IEA-NEA
51084186025,Springfield SD 186,IEA-NEA
51084790040,Capital Area Career Center,IEA-NEA
53060126026,Havana CUSD 126,IFT-AFT
53060189026,Illini Central CUSD 189,IEA-NEA
53060191026,Midwest Central CUSD 191,IEA-NEA
53090050002,District 50 Schools,IFT-AFT
53090051002,Central SD 51,IEA-NEA
53090052002,Washington SD 52,IEA-NEA
53090076002,Creve Coeur SD 76,IEA-NEA
53090085002,Robein SD 85,IFT-AFT
53090086002,East Peoria SD 86,IEA-NEA
53090098002,Rankin CSD 98,IFT-AFT
53090102002,N Pekin & Marquette Hght SD 102,IFT-AFT
53090108002,Pekin PSD 108,IEA-NEA
53090137002,South Pekin SD 137,IFT-AFT
53090303016,Pekin CSD 303,IEA-NEA
53090308016,Washington CHSD 308,IEA-NEA
53090309016,East Peoria CHSD 309,IEA-NEA
53090309061,Tazewell-Mason Cntys Sp Ed Assoc,IEA-NEA
53090701026,Deer Creek-Mackinaw CUSD 701,IEA-NEA
53090702026,Tremont CUSD 702,NULL
53090703026,Delavan CUSD 703,IEA-NEA
53090709026,Morton CUSD 709,IEA-NEA
53102001004,Metamora CCSD 1,IEA-NEA
53102002004,Riverview CCSD 2,IFT-AFT
53102006026,Fieldcrest CUSD 6,IEA-NEA
53102011026,El Paso-Gridley CUSD 11,IEA-NEA
53102060026,Roanoke Benson CUSD 60,NULL
53102069002,Germantown Hills SD 69,Other: Germantown Hills Teachers Association
53102122017,County of Woodford School,Independent
53102140026,Eureka CUD 140,IEA-NEA
53102801060,Woodford Cty Special Ed Assoc,NULL
54092001026,Bismarck Henning CUSD,IEA-NEA
54092004026,Georgetown-Ridge Farm CUD 4,IEA-NEA
54092007026,Rossville-Alvin CUSD 7,IEA-NEA
54092010026,Potomac CUSD 10,IEA-NEA
54092011026,Hoopeston Area CUSD 11,IEA-NEA
54092061003,Armstrong-Ellis Cons SD 61,Independent
54092076026,Oakwood CUSD 76,IEA-NEA
54092118024,Danville CCSD 118,IEA-NEA
54092225017,Armstrong Twp HSD 225,IEA-NEA
54092512026,Salt Fork CUSD 512,IEA-NEA
54092801060,Vermilion Assoc for Spec Educ,IEA-NEA
56000000040,Wilco Area Career Center,IFT-AFT
56099017002,Channahon SD 17,IFT-AFT
56099030C04,Troy CCSD 30C,IEA-NEA
56099030C61,S Will Co Coop for Spec Ed,IFT-AFT
56099033C04,Homer CCSD 33C,IFT-AFT
56099070C04,Laraway CCSD 70C,IFT-AFT
56099081002,Union SD 81,IFT-AFT
56099084002,Rockdale SD 84,IFT-AFT
56099086005,Joliet PSD 86,IFT-AFT
56099088002,Chaney-Monge SD 88,IFT-AFT
56099088061,Lockport Area Spec Educ Coop,IFT-AFT
56099088A02,Richland GSD 88A,IFT-AFT
56099089002,Fairmont SD 89,IFT-AFT
56099090002,Taft SD 90,IFT-AFT
56099091002,Lockport SD 91,IEA-NEA
56099092002,Will County SD 92,IFT-AFT
56099114002,Manhattan SD 114,IFT-AFT
56099122002,New Lenox SD 122,IFT-AFT
56099157C04,Frankfort CCSD 157C,IEA-NEA
56099159002,Mokena SD 159,IEA-NEA
56099161002,Summit Hill SD 161,IFT-AFT
56099200U26,Beecher CUSD 200U,IEA-NEA
56099201U26,Crete Monee CUSD 201U,IEA-NEA
56099202022,Plainfield SD 202,IEA-NEA
56099203004,Elwood CCSD 203,IFT-AFT
56099204017,Joliet Twp HSD 204,IFT-AFT
56099205017,Lockport Twp HSD 205,Other: AFL-CIO
56099207U26,Peotone CUSD 207U,IFT-AFT
56099209U26,Wilmington CUSD 209U,IFT-AFT
56099210016,Lincoln Way CHSD 210,IEA-NEA
56099255U26,Reed Custer CUSD 255U,IEA-NEA
56099365U26,Valley View CUSD 365U,IFT-AFT
56099843060,Lincoln-Way Area Spec Ed JA Dist,IEA-NEA
